latency_ms,cdf
3.04956,0.459358
3.04956,0.459392
3.04956,0.459427
3.04957,0.459461
3.04958,0.459496
3.04958,0.45953
3.04959,0.459565
3.0496,0.459599
3.04961,0.459634
3.04964,0.459668
3.04964,0.459703
3.04967,0.459737
3.04968,0.459772
3.04968,0.459806
3.04969,0.459841
3.04969,0.459875
3.0497,0.45991
3.04971,0.459944
3.04971,0.459979
3.04971,0.460013
3.04973,0.460048
3.04973,0.460082
3.04973,0.460117
3.04973,0.460151
3.04974,0.460186
3.04975,0.46022
3.04976,0.460255
3.04976,0.460289
3.04978,0.460323
3.04978,0.460358
3.04979,0.460392
3.04979,0.460427
3.04979,0.460461
3.0498,0.460496
3.0498,0.46053
3.0498,0.460565
3.04982,0.460599
3.04983,0.460634
3.04983,0.460668
3.04984,0.460703
3.04985,0.460737
3.04985,0.460772
3.04985,0.460806
3.04987,0.460841
3.04988,0.460875
3.04989,0.46091
3.0499,0.460944
3.0499,0.460979
3.04991,0.461013
3.04991,0.461048
3.04992,0.461082
3.04993,0.461117
3.04993,0.461151
3.04996,0.461186
3.04997,0.46122
3.04997,0.461255
3.04999,0.461289
3.04999,0.461324
3.04999,0.461358
3.05,0.461393
3.05,0.461427
3.05001,0.461462
3.05002,0.461496
3.05003,0.461531
3.05003,0.461565
3.05003,0.461599
3.05003,0.461634
3.05005,0.461668
3.05006,0.461703
3.05006,0.461737
3.05007,0.461772
3.05007,0.461806
3.05007,0.461841
3.05007,0.461875
3.05008,0.46191
3.05008,0.461944
3.05008,0.461979
3.05009,0.462013
